signal_id,source_date,funding_type,conversion_stage,signal_title,source_url_or_path,source_type,geography_name,counterparty_name,counterparty_class,primary_constraint,amount_usd,signal_status,project_family,amount_display,amount_usd_floor,amount_qualifier,aggregation_role,superseded_by,supersedes,current_project_scope,publisher_name,dataset_name,dataset_version,canonical_ledger_url,canonical_record_url,citation_and_use_url
LAIS-0132,2026-07-26,Public/Institutional Awards,Approved,NSF 2618897 — Collaborative Research: SHF: SHARP: Achieving Scalable Blockchain Sharding via Software and Hardware Optimizations,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2618897_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,500000,LOGGED,,"$500,000",500000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0132,https://louisianaaihub.com/citation-use
LAIS-0133,2026-07-26,Public/Institutional Awards,Approved,"NSF 2619509 — Collaborative Research: HCC: Designing Civic AI to Connect Residents, Communities, and Local Governments",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2619509_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,449868,LOGGED,,"$449,868",449868,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0133,https://louisianaaihub.com/citation-use
LAIS-0134,2026-07-27,Public/Institutional Awards,Approved,NSF 2610704 — Mathematical Foundations of Learning Complex Stochastic Systems,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2610704_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,299847,LOGGED,,"$299,847",299847,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0134,https://louisianaaihub.com/citation-use
LAIS-0135,2026-07-29,Public/Institutional Awards,Approved,"NSF 2546047 — BIO-AI: STAR: IUSC: Morphological Barcoding, a novel, machine learning-based approach to solving the taxonomic impediment",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2546047_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,399945,LOGGED,,"$399,945",399945,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0135,https://louisianaaihub.com/citation-use
LAIS-0136,2026-07-29,Public/Institutional Awards,Approved,NSF 2616611 — Collaborative Research: CSR: Co-Designing Integrated AI-Enabled Compiler-Runtime Systems for Future HPC Architectures,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2616611_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,499896,LOGGED,,"$499,896",499896,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0136,https://louisianaaihub.com/citation-use
LAIS-0137,2026-07-30,Public/Institutional Awards,Approved,NSF 2551418 — Collaborative Research: NeTS: Physics-Enhanced AI for Spectrum Awareness and Radiomap-Assisted Network Management,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2551418_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,200000,LOGGED,,"$200,000",200000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0137,https://louisianaaihub.com/citation-use
LAIS-0138,2026-07-30,Public/Institutional Awards,Approved,NSF 2608702 — Elements: Open Infrastructure for Automated Synthesis of AI Models to Hardware,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2608702_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana",Louisiana Tech University,University/Research,Capital,599982,LOGGED,,"$599,982",599982,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0138,https://louisianaaihub.com/citation-use
LAIS-0139,2026-07-31,Public/Institutional Awards,Approved,NSF 2616259 — Collaborative Research: CAIG: Physics-Informed Deep Learning for Understanding Coastal Hypoxia Formation Mechanisms,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2616259_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,249862,LOGGED,,"$249,862",249862,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0139,https://louisianaaihub.com/citation-use
LAIS-0140,2026-08-04,Public/Institutional Awards,Approved,BoRSF award — AI career-support research for older adults,https://louisianaaihub.com/sources/2026-08-18_LSU_BoRSF_AI_CareerSupport_SourceReference.pdf,Primary (Official),"Baton Rouge, Louisiana",Louisiana State University,University/Research,Capital,183668,LOGGED,,"$183,668",183668,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0140,https://louisianaaihub.com/citation-use
LAIS-0141,2026-08-05,Public/Institutional Awards,Approved,"NSF 2539901 — Enhancing Holistic Thinking among Undergraduate Students in Architecture, Engineering, and Construction through a Digital Twin-Integrated Learning Platform",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2539901_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,744660,LOGGED,,"$744,660",744660,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0141,https://louisianaaihub.com/citation-use
LAIS-0142,2026-08-06,Public/Institutional Awards,Approved,NSF 2548961 — Collaborative Research: VINES: Track 1: AI-Empowered Semantic Communications with Energy Efficiency and Privacy Preserving for IoT-Enabled Emergency Response,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2548961_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,475000,LOGGED,,"$475,000",475000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0142,https://louisianaaihub.com/citation-use
LAIS-0143,2026-08-06,Public/Institutional Awards,Approved,NSF 2611526 — Physics-Informed Data-Driven Control of Wave Energy Converters: Predictive Wave-Force Modeling and Reinforcement-Learned Virtual Inertia for Stable Grid Integration,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2611526_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,445503,LOGGED,,"$445,503",445503,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0143,https://louisianaaihub.com/citation-use
LAIS-0144,2026-08-07,Public/Institutional Awards,Approved,NSF 2627426 — EAGER: Predictive Front-Running of U.S. Research Trajectories,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2627426_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,302955,LOGGED,,"$302,955",302955,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0144,https://louisianaaihub.com/citation-use
LAIS-0145,2026-08-10,Public/Institutional Awards,Approved,NSF 2555093 — SaTC 2.0: RES: From Optimization to Obfuscation: Reimagining Compilers as Security Primitives for DNN Binaries,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2555093_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,599936,LOGGED,,"$599,936",599936,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0145,https://louisianaaihub.com/citation-use
LAIS-0146,2026-08-11,Public/Institutional Awards,Approved,NSF 2620846 — Collaborative Research: AI-Enabled Digital Twins for Resilient Freshwater Infrastructure and Communities under Cascading Hazards,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2620846_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,425998,LOGGED,,"$425,998",425998,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0146,https://louisianaaihub.com/citation-use
LAIS-0147,2026-08-13,Public/Institutional Awards,Approved,NSF 2603732 — Collaborative Research: An Explainable AI Environment for Adaptive Learning and Practice of Quantum Computing,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2603732_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,364998,LOGGED,,"$364,998",364998,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0147,https://louisianaaihub.com/citation-use
LAIS-0148,2026-08-14,Public/Institutional Awards,Approved,NSF 2552759 — ERI: AQUABOT: Advancing Water Quality Monitoring with an Intelligent Bot via Integrated Learning and Decision-Making,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2552759_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",University of New Orleans,University/Research,Capital,197022,LOGGED,,"$197,022",197022,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0148,https://louisianaaihub.com/citation-use
LAIS-0149,2026-08-14,Public/Institutional Awards,Approved,NSF 2624558 — EPSCoR Research Fellows: NSF: Quantum-Inspired Vector Symbolic Architectures for Biomedical Big Data Processing,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2624558_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,299985,LOGGED,,"$299,985",299985,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0149,https://louisianaaihub.com/citation-use
LAIS-0150,2026-08-18,Private Capex,Announced,Amazon expands Northwest Louisiana planned data-center investment to $18B and three planned campuses,https://louisianaaihub.com/sources/2026-08-18_Amazon_NorthwestLouisiana_18B_SourceReference.pdf,Primary (Company),Caddo & Bossier Parishes / Shreveport,Amazon,Technology Company,Power/Grid,18000000000,LOGGED,Amazon Caddo-Bossier,$18 billion planned investment,18000000000,,Additive current amount,,LAIS-0009,Yes,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0150,https://louisianaaihub.com/citation-use
